,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
São José do Sabugi,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,5.0,2.0,2.142857142857143,2.7142857142857144,1.8571428571428572,5.571428571428571,3.4285714285714284,0.14285714285714285,1.7142857142857142,1.5714285714285714,0.7142857142857143,2.142857142857143,1.8571428571428572,1.8571428571428572,2.5714285714285716
São Bento,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.7142857142857143,3.0,8.142857142857142,12.142857142857142,26.285714285714285,11.857142857142858,11.714285714285714,8.714285714285714,13.428571428571429,26.571428571428573,34.57142857142857,30.142857142857142,27.714285714285715,17.285714285714285,25.285714285714285,23.0
Pirpirituba,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.2857142857142858,1.0,1.4285714285714286,1.7142857142857142,2.0,5.571428571428571,4.142857142857143,5.428571428571429,0.42857142857142855,10.857142857142858,2.857142857142857,3.857142857142857,2.5714285714285716,0.42857142857142855
Caaporã,0.0,0.0,0.0,0.0,0.2857142857142857,1.5714285714285714,10.285714285714286,12.428571428571429,17.714285714285715,19.285714285714285,17.142857142857142,10.714285714285714,12.142857142857142,6.428571428571429,6.142857142857143,5.857142857142857,4.714285714285714,2.857142857142857,1.5714285714285714,1.4285714285714286,1.5714285714285714,3.2857142857142856
Lastro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.7142857142857143
Carrapateira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.7142857142857143,2.2857142857142856,0.2857142857142857,0.0,1.0,1.2857142857142858,0.42857142857142855,0.42857142857142855,0.0
Soledade,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.8571428571428571,2.5714285714285716,3.5714285714285716,2.857142857142857,1.8571428571428572,1.4285714285714286,1.1428571428571428,2.4285714285714284,0.7142857142857143,0.5714285714285714,2.142857142857143,2.2857142857142856,0.8571428571428571
Cabedelo,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.2857142857142858,1.5714285714285714,4.428571428571429,15.285714285714286,17.714285714285715,50.857142857142854,51.285714285714285,49.714285714285715,17.857142857142858,25.857142857142858,31.285714285714285,13.285714285714286,18.142857142857142,19.571428571428573,17.142857142857142,18.714285714285715,15.571428571428571,9.428571428571429,10.0
Assunção,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,2.142857142857143,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.8571428571428571,1.1428571428571428,0.0,0.14285714285714285,0.0,0.14285714285714285
Mogeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.8571428571428571,2.4285714285714284,0.8571428571428571,3.4285714285714284,2.857142857142857,1.4285714285714286,2.7142857142857144,2.142857142857143,1.7142857142857142,1.8571428571428572,1.2857142857142858,1.8571428571428572,5.571428571428571
Serra da Raiz,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,0.7142857142857143,1.1428571428571428
Alagoa Grande,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,1.0,2.0,6.285714285714286,3.0,12.571428571428571,10.428571428571429,17.571428571428573,8.571428571428571,11.571428571428571,14.714285714285714,11.285714285714286,8.857142857142858,6.857142857142857,7.428571428571429,5.714285714285714,8.142857142857142
Barra de Santa Rosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,1.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.7142857142857143,1.2857142857142858,1.0,1.1428571428571428,0.8571428571428571,1.7142857142857142,1.1428571428571428,0.42857142857142855
Juripiranga,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5714285714285714,7.0,8.857142857142858,7.0,4.0,6.857142857142857,6.285714285714286,4.285714285714286,1.1428571428571428,6.714285714285714,5.142857142857143,1.8571428571428572,2.2857142857142856,1.2857142857142858,2.0
Baraúna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.5714285714285716,3.142857142857143,2.2857142857142856,2.142857142857143,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.8571428571428571,0.0,0.14285714285714285,0.7142857142857143,0.0
Ouro Velho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
Massaranduba,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.8571428571428571,1.0,2.142857142857143,5.857142857142857,1.7142857142857142,4.714285714285714,5.714285714285714,6.428571428571429,5.428571428571429,5.428571428571429,2.7142857142857144,1.5714285714285714,1.7142857142857142,0.42857142857142855,0.8571428571428571
Parari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
Caraúbas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,1.0,1.5714285714285714,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.14285714285714285
Juarez Távora,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.2857142857142858,2.857142857142857,2.4285714285714284,2.0,4.857142857142857,7.0,6.714285714285714,4.0,2.4285714285714284,1.8571428571428572,2.142857142857143,3.2857142857142856,0.8571428571428571,15.571428571428571
São Sebastião de Lagoa de Roça,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.2857142857142857,-0.7142857142857143,3.2857142857142856,5.0,1.5714285714285714,6.0,-0.14285714285714285,1.8571428571428572,3.142857142857143,2.0,3.0,2.2857142857142856,3.0,1.2857142857142858,1.7142857142857142
Água Branca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.8571428571428571,1.0,0.42857142857142855,1.7142857142857142,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.0
Aguiar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,1.2857142857142858,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,-0.14285714285714285
Juazeirinho,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,2.0,3.2857142857142856,1.1428571428571428,1.2857142857142858,2.4285714285714284,0.8571428571428571,2.2857142857142856,1.8571428571428572,2.5714285714285716,1.0,1.7142857142857142,1.2857142857142858,0.8571428571428571,2.0,3.4285714285714284,2.5714285714285716
Sumé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.2857142857142858,3.7142857142857144,-1.5714285714285714,0.14285714285714285,2.142857142857143,3.2857142857142856,3.7142857142857144,4.285714285714286,6.714285714285714,4.142857142857143,2.857142857142857,2.857142857142857,2.0,1.0
Conde,0.0,0.0,0.0,0.14285714285714285,1.0,1.5714285714285714,1.0,5.142857142857143,2.4285714285714284,5.0,7.142857142857143,7.714285714285714,12.0,15.142857142857142,8.857142857142858,12.285714285714286,6.0,7.571428571428571,4.428571428571429,3.0,6.714285714285714,2.2857142857142856
Capim,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,2.142857142857143,2.142857142857143,1.4285714285714286,2.7142857142857144,1.2857142857142858,3.5714285714285716,0.5714285714285714,3.7142857142857144,0.42857142857142855,1.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.0,0.42857142857142855
Itatuba,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.4285714285714286,4.142857142857143,1.7142857142857142,3.142857142857143,1.4285714285714286,2.7142857142857144,4.571428571428571,5.142857142857143,7.428571428571429,3.142857142857143,4.142857142857143,3.7142857142857144,2.857142857142857,1.8571428571428572,1.0
Matinhas,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,1.1428571428571428,1.0,1.2857142857142858,0.42857142857142855,0.5714285714285714,1.2857142857142858,1.0,0.8571428571428571,1.4285714285714286,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0
São José do Brejo do Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285
Brejo do Cruz,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,1.8571428571428572,3.7142857142857144,3.5714285714285716,4.571428571428571,6.0,3.5714285714285716,4.142857142857143,7.571428571428571,7.0,7.0,5.285714285714286,4.0
São Domingos do Cariri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,1.2857142857142858,1.7142857142857142,1.0,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857143,1.0
Riachão do Poço,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.1428571428571428,0.42857142857142855,0.8571428571428571,1.4285714285714286,1.0,2.5714285714285716,1.4285714285714286,1.7142857142857142,1.0,0.5714285714285714,0.14285714285714285,0.2857142857142857
Princesa Isabel,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,0.7142857142857143,1.1428571428571428,1.4285714285714286,0.42857142857142855,0.7142857142857143,0.42857142857142855,1.5714285714285714,0.42857142857142855,1.0,1.4285714285714286,1.1428571428571428,0.42857142857142855
Cabaceiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.7142857142857143,2.142857142857143,2.5714285714285716,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.7142857142857143
Diamante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,6.0,8.428571428571429,7.571428571428571,8.0,3.857142857142857
Areia de Baraúnas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0
