,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
São João do Cariri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,1,0,1,0,6,2,0,0,0,0,0,2,0,1,0,0,0,0,2,1,1,0,0,0,0,2,1,6,2,5,0,0,12,0,6,1,1,0,7,7,0,5,0,6,1,0,2,0,1,0,1,0,1,-1,1,0,0,1,0,0,0,1,0,-1,0,0,0,2,0,1,1,2,0,0,1,0,1,0
Fagundes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,1,3,1,0,3,1,0,3,1,0,3,2,1,4,2,1,0,4,3,0,0,0,3,0,1,0,0,0,4,2,3,2,1,0,0,2,3,0,2,5,2,0,0,2,0,0,1,1,1,1,1,0,1,0,0,1,2,2,3,4,0,0,0,3,3,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Itaporanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,7,3,0,0,4,0,0,1,2,2,0,1,7,2,8,3,0,-1,2,0,0,8,2,0,0,1,2,2,5,0,0,10,-4,1,1,16,8,1,0,16,7,2,20,2,1,0,29,17,0,10,13,0,0,9,0,4,24,16,0,1,11,12,8,13,5,0,0,8,11,10,6
Manaíra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Puxinanã,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,1,2,3,6,3,2,0,1,8,3,9,1,12,1,3,3,1,11,1,9,0,1,5,1,0,15,14,0,1,8,11,2,11,7,1,1,2,1,13,1,6,0,1,-1,1,7,0,4,1,2,5,1,2,1,2,0,0,3,1,1,1,1,2,2,9,1,5,2,2,0,0,1,0,0,3,0,0,0,4,2,2,6,0,-1,0,2,3,4,1,0,0,0,1,2,1,1
Cuité,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,5,0,3,0,3,1,0,5,8,0,7,12,5,1,4,4,1,4,16,2,5,3,5,3,2,4,2,1,0,4,1,2,2,1,0,2,0,1,0,1,0,0,8,3,3,2,2,0,-2,1,3,1,1,2,0,0,4,1,0,1,2,0,0,1,2,0,-1,1,0,0,1,0,5,1,11,2,1,4,3,60,8
Campina Grande,0,2,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,8,4,6,5,4,0,3,3,6,0,2,8,1,5,7,4,11,11,8,17,9,21,5,101,19,10,9,27,9,86,169,123,104,53,66,89,155,108,195,36,59,101,130,197,165,151,151,177,317,254,283,416,169,77,131,215,271,0,471,247,56,0,0,258,210,236,128,51,65,120,45,18,212,167,59,79,211,204,155,194,167,57,7,156,155,163,161,215,78,29,39,150,421,81,160,44,52,93,204,131,113,78,24,6,195,34,77,93,55,5,10,157,111,77,73,96,23,17,125,64,71,33,57,21,5,26,13,27,13
Pitimbu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,5,4,3,10,5,0,9,14,0,0,0,10,0,0,0,1,0,-1,1,32,19,7,2,10,1,0,1,31,0,66,55,-1,1,55,1,4,0,33,0,0,0,46,1,0,18,20,0,0,1,1,19,0,0,0,1,29,8,1,9,0,1,0,0,0,9,1,1,0,0,0,0,14,1,0,-1,1,5,2,0,1,0,0,0,0,0,2,0,0,13,0,0,-8,0,1,1,28,0,0,0,0,2,0,0,1,1,0,2,1
Baraúna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,16,9,6,7,4,0,0,3,3,1,2,8,0,0,5,7,0,8,1,0,0,2,2,3,4,6,0,0,0,4,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1
Alagoinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,6,3,0,0,2,13,0,1,17,1,0,12,11,21,-3,9,5,0,0,10,16,3,21,1,25,0,8,10,6,-1,1,0,-1,42,17,0,9,17,0,9,14,8,9,22,24,1,25,21,24,27,5,12,0,4,42,21,4,12,6,0,5,14,9,4,10,0,0,0,3,22,6,5,8,2,1,48,28,6,15,1,4,0,10,25,2,3,5,0,8,23,11,4,5,7,0,11,27,6,9,5,2,1,1,15,-3,4,0
São José do Bonfim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,3,0,0,0,1,0,1,2,0,1,1,1,0,1,1,1,8,2,0,0,2,8,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Umbuzeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,8,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,1,0,1,2,1,0,0,1,0,-1,3,1,0,10,0,1,0,0,0,-2,9,3,0,0,2,0,1,0,1,0,0,-1,2,0,0,0,0,8,2,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Vista Serrana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0
Rio Tinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,5,0,0,1,0,1,1,0,1,0,0,0,3,0,7,0,0,0,10,6,1,8,4,1,1,0,21,11,4,2,2,1,3,32,28,26,0,0,0,4,31,0,57,7,0,0,54,8,0,8,13,38,5,-1,49,4,65,9,0,0,2,7,46,7,70,0,0,2,28,46,6,-1,0,3,0,63,21,35,4,1,0,18,18,3,26,1,0,0,6,35,1,11,2,0,0,3,10,2,0,21,0,0,3,18,6,15,8,0,4,2,8,3,4
Alcantil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,6,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,3,2,0,0,0,0,0,5,1,2,0,0,0,0,9,6,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0
Nova Palmeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,2,4,0,3,0,0,1,0,0,0,1,2,0,1,1,0,4,3,0,0,0,5,1,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,2,0,0,1,0,4,0,0,0,1,1,0,1,4,2,0,0,2,4,1,0,0,2,0,1,1,0,0,1
São João do Rio do Peixe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,10,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,1,0,0,0,0,1,3,1,0,1,0,0,2,0,0,6,2,0,3,1,1,0,-1,1,0,2,0,0,0,0,-1,0,0,5,1,5,2,0,6,1,5,10,4,6,7,9,6,6,1,0,1,9,3,1,6,0,4,5,9,6,6,2,5,9,11,1,2,6,7,8,1,3,7,3,5,6,2,1,5,2,4,0,7,2,0,2,3,6,4,4,5,3,6,5,2,7
Teixeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,1,0,0,0,2,2,0,0,0,1,7,0,1,2,0,0,0,4,0,2,1,0,0,3,0,5,3,1,0,0,10,0,1,0,0,0,1,8,5,3,3,0,1,0,4,3,2,0,1,0,0,11,5,0,1,0,0,1,0,0,5,19,1,0,2,4,1,1,10,0,0,3,1,5,1,1,6,0,1,-9,1,0,0,0,0,1,3,1,1,0,0,0,1,1,2,2
Areial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,1,0,0,0,1,0,0,3,0,1,0,3,-1,0,1,0,1,0,1,0,0,0,0,0,1,2,1,0,1,3,1,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-1,2,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
São José da Lagoa Tapada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,2,1,0,0,1,0,0,2,1,1,2,0,0,0,3,4,0,0,0,0,0,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
Montadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,4,0,2,0,1,0,0,2,0,3,0,0,0,0,7,-1,0,3,1,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0
Cabedelo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,1,1,0,2,1,3,0,1,0,3,3,0,4,2,1,7,3,5,7,6,25,1,6,9,15,27,24,25,3,1,15,57,13,10,0,0,0,0,13,216,127,47,40,19,46,64,33,110,18,74,18,41,61,117,19,33,11,9,24,23,25,0,54,11,1,19,74,5,17,43,67,0,4,58,33,14,38,15,5,15,10,17,-7,27,19,1,1,12,30,37,21,11,9,8,21,37,30,25,28,6,7,26,14,14,37,14,5,0,40,29,6,35,12,2,3,17,26,14,18,5,5,1,15,14,8,10,5,2,4,8,25,16,7
Santa Inês,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,2,3,2,0,2,1,1,-1,5,0,0,3,1,0,0,1,0,0,2,0,0,3,1,0,1,6,0,-1,4,2,0,0,3,2,0,1,2,0,0,2,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,1,2
Desterro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,3,0,1,1,0,0,1,0,1,-1,1,0,0,0,0,0,4,0,0,8,0,0,0,0,0,1,6,0,0,0,1,1,0,0,2,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,2,1,0
Dona Inês,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,8,0,0,0,0,2,4,3,9,0,0,0,4,2,1,3,0,0,0,8,18,2,0,0,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,1
São Mamede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,1,2,1,0,0,1,0,0,-1,4,1,2,0,-1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,-1,0,0,0,0,3,0,2,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,2,0,0,0
Barra de Santana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,3,0,0,1,0,2,0,1,2,0,1,0,4,0,0,5,0,1,2,5,0,0,1,1,0,1,3,0,0,0,2,2,1,2,0,0,6,-1,4,1,1,0,4,0,1,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,3,3,0,0,0,1,0,2,2,3,0,6,0,0,0,0,1,0,0,1,0,0,-1
Cachoeira dos Índios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,2,0,2,0,0,0,0,3,8,0,0,0,-1,8,1,0,3,4,0,0,4,0,-1,1,3,-2,0,1,0,0,1,0,0,0,1,1,-1,3,0,0,0,3,2,1,0,0,0,0,3,0,1,4,0,4,1,11,0,2,3,5,0,0,2,1,1,1,2,0,0,0,0,0,2,1,0,1,-1,0,1,0,0,1,-1,0,1,0,0
Olivedos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,4,1,0,4,3,1,0,5,0,0,0,3,0,0,2,3,2,0,1,1,0,3,1,2,0,0,0,0,5,1,0,0,1,0,0,3,3,0,0,0,0,0,7,2,2,1,0,0,0,-1,7,0,0,0,0,0,4,3,0,0,1,0,0,6,3,0,3,0,0,0,0,7,0,3
Serra Redonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,3,7,3,3,7,0,0,12,4,1,4,5,1,0,3,7,4,1,5,0,0,4,1,0,8,5,0,0,8,5,0,11,0,4,2,0,0,2,9,1,0,0,3,1,6,3,1,0,0,2,4,2,1,0,1,0,0,4,14,2,4,2,0,5,5,13,3,0,0,0,2,10,0,10,-2,1,0,2,6,2,3,2,0,0,2,0,4,0,0,0,0,0,1,0,0
Passagem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São José de Princesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guarabira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,3,5,6,3,4,8,24,13,0,16,14,3,14,11,14,21,18,21,10,23,116,45,-39,4,45,57,27,52,12,8,8,58,75,76,43,42,5,17,46,95,68,50,87,8,31,42,80,0,166,90,11,54,135,5,37,103,53,5,22,137,62,54,44,67,-1,32,23,32,54,50,48,8,23,27,72,49,13,9,3,11,61,87,79,58,51,8,3,12,53,52,60,13,7,3,37,45,13,65,8,1,10,37,19,15,29,41,2,-1,44,29,55,32,6,0,1,16,70,29,28
Sertãozinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,-1,0,1,0,-1,0,1,1,1,2,3,0,0,1,2,0,1,0,0,0,0,6,0,0,0,0,1,0,2,0,2,0,0,1,3,-1,0,2,0,0,1,1,1,2,0,4,-4,0,1,10,0,12,0,0,0,1,1,8,10,0,0,0,0,9,2,9,0,0,0,2,10,0,14,0,1,0,9,0,9,30,-1,0,1,5,0,0,15,20,0,0,1,20,0,0,45,0,0,0,14,0,5
Serraria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,2,2,0,1,0,0,2,1,0,0,0,0,4,1,1,1,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,2,5,1,8,1,3,0,14,4,5,1,0,0,0,13,10,0,6,6,0,5,1,10,2,2,1,0,0,2,10,0,11,0,0,4,2,5,0,0,4,0,3,0,0,2,0,1,0,-2,0,0,0,0
Natuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,-1,0,1,0,0,0,0,2,1,1,1,2,-2,1,0,0,1,2,0,2,1,0,6,4,0,0,3,0,0,3,2,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,5,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Gurinhém,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,4,0,5,0,7,0,0,-1,2,1,6,0,0,0,5,4,2,13,5,-1,0,8,4,6,3,0,0,0,4,11,4,0,12,0,0,0,22,4,0,0,22,1,0,9,15,13,5,-2,0,1,17,1,7,19,4,2,0,2,18,27,2,7,0,0,0,28,22,0,-1,0,0,4,22,13,3,2,0,-1,0,6,2,3,7,0,0,0,0,8,0,0,0,0,1,5,1,0,0,0,0,2,2,2,0
Cabaceiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,0,3,3,6,1,4,1,0,3,4,5,0,2,0,0,1,1,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,-1,3,0
Riachão do Bacamarte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,9,2,0,13,2,0,16,2,0,0,4,0,11,0,13,1,2,26,6,0,6,0,0,0,5,13,0,0,0,0,0,4,6,0,11,1,0,3,1,0,0,11,1,2,0,3,8,1,0,0,0,0,4,0,0,0,1,0,0,0,4,2,0,0,0,0,0,5,0,0,5,0,0,2,0,1,3,0,0,0,3,3,0,2,0,0,0,0,0,1,3,0,0,0,1,-1,1,1,0,0,0,0,3,2,1
Riacho de Santo Antônio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
